Model,Features,Constraints,UVL2Logic Time (s),Variables,Clauses,fastOrder Time (s),Logic2BDD Time (s),BDD Nodes,Configurations,Info
security-CVE-VarelaVaca2020-2015-5734,303,281,1.3523e-06,303,295,70.6093,70.43,943,1760,
security-CVE-VarelaVaca2020-2014-1497,590,672,1.9073e-06,590,740,0.4366,0.8783,2540,2792,
systems_software-soletta-Pett2023-2015-09-24_21-52-21,273,853,1.4696e-06,273,1126,0.0453,0.0754,16279,9.21e31,
systems_software-soletta-Pett2023-2016-02-12_18-59-37,347,1132,1.6559e-06,347,1479,0.0634,0.0956,18923,2.21e39,
systems_software-soletta-Pett2023-2016-05-03_18-52-16,401,1570,1.3318e-06,401,1971,0.1001,11.8677,96426,8.43e42,
security-CVE-VarelaVaca2020-2010-3181,276,235,1.6131e-06,276,257,0.0962,0.1682,1037,1072,
systems_software-uClibc-Pett2023-2012-06-15_14-00-37,244,1313,1.8291e-06,244,1557,0.072,0.119,20804,2.03e28,
systems_software-mb93093-Knüppel2017,1243,859,1.3094e-06,1243,2085,0.6837,Timeout,,,
security-CVE-VarelaVaca2020-2014-1489,298,440,1.1958e-06,298,486,0.1967,0.5326,1551,1068,
security-CVE-VarelaVaca2020-2012-4206,226,515,1.4212e-06,226,539,0.135,0.2855,1078,1856,
systems_software-npwr-Knüppel2017,1271,898,1.5870e-06,1271,2152,0.7478,Timeout,,,
systems_software-BusyBox-Pett2021-2010-01-13_18-31-29,609,668,1.2610e-06,609,1277,0.0592,3.5186,21185,5.91e136,
systems_software-aki3068net-Berger2013,1208,3080,1.7770e-06,1208,4288,0.5107,Timeout,,,
security-CVE-VarelaVaca2020-2014-1485,408,530,1.5795e-06,408,577,0.2712,0.6362,2705,1848,
systems_software-assabet-Knüppel2017,1279,927,1.6224e-06,1279,2189,0.648,Timeout,,,
security-CVE-VarelaVaca2020-2008-0414,103,80,4.8634e-06,103,98,0.0364,0.0548,420,352,
security-CVE-VarelaVaca2020-2015-5714,332,310,2.2408e-06,332,324,97.1745,97.8029,1016,1908,
systems_software-uClibc-Pett2023-2018-08-10_16-02-45,234,1561,1.8012e-06,234,1795,0.0984,0.1853,17761,3.06e25,
systems_software-soletta-Pett2023-2015-08-21_18-50-17,227,709,1.7416e-06,227,936,0.0443,0.0503,1196,3.40e24,
systems_software-uClibc-Pett2023-2014-09-09_13-48-45,243,1408,1.5553e-06,243,1651,0.0841,0.1408,11014,2.33e29,
security-CVE-VarelaVaca2020-2017-2551,115,1,1.4324e-06,115,15,2.2048,2.3536,215,408,
security-CVE-VarelaVaca2020-2013-1701,460,569,1.8105e-06,460,597,0.2657,0.629,2040,2368,
security-CVE-VarelaVaca2020-2014-1557,435,579,1.3802e-06,435,608,0.3315,0.9092,2754,1988,
security-CVE-VarelaVaca2020-2013-5607,423,516,1.2387e-06,423,540,0.2451,0.6751,1860,1996,
security-CVE-VarelaVaca2020-2002-2436,309,264,2.2519e-06,309,286,0.1257,0.2102,1285,1220,
security-CVE-VarelaVaca2020-2015-2716,495,662,1.2089e-06,495,698,0.369,1.088,3162,2212,
security-CVE-VarelaVaca2020-2015-7211,339,809,1.2107e-06,339,836,0.3192,1.0516,2199,5708,
security-CVE-VarelaVaca2020-2017-1000600,472,450,1.9763e-06,472,464,311.7632,315.5647,1421,2628,
systems_software-soletta-Pett2023-2016-05-23_14-22-27,430,1678,1.4491e-06,430,2108,0.092,7.8641,67595,2.39e44,
security-CVE-VarelaVaca2020-2015-4500,327,551,1.3188e-06,327,569,0.2487,0.9872,1506,1308,
security-CVE-VarelaVaca2020-2019-16250,104,1,1.2070e-06,104,15,1.5696,1.6713,193,364,
security-CVE-VarelaVaca2020-2016-2801,392,836,1.7006e-06,392,871,0.3548,1.2769,2111,5888,
security-CVE-VarelaVaca2020-2011-3002,246,201,1.6671e-06,246,219,0.1006,0.1964,886,968,
security-CVE-VarelaVaca2020-2019-15646,247,1,1.5479e-06,247,15,37.6815,37.9349,479,936,
security-CVE-VarelaVaca2020-2014-1547,425,577,2.3469e-06,425,599,0.2834,0.8553,2272,1976,
systems_software-am31_sim-Berger2013,1166,2968,2.1663e-06,1166,4134,0.491,Timeout,,,
security-CVE-VarelaVaca2020-2015-7199,331,557,1.3933e-06,331,575,0.2609,0.9828,1302,1324,
systems_software-uClibc-Pett2023-2015-12-09_07-53-09,236,1104,1.2182e-06,236,1340,0.0695,0.0938,920,8.43e19,
security-CVE-VarelaVaca2020-2013-1704,311,452,1.3653e-06,311,472,0.1788,0.4397,1308,1524,
security-CVE-VarelaVaca2020-2020-28339,156,1,1.5162e-06,156,15,6.2787,6.4633,297,572,
systems_software-uClibc-Pett2023-2008-09-15_10-24-22,231,1705,1.6857e-06,231,1936,0.0895,0.1517,9210,7.04e23,
security-CVE-VarelaVaca2020-2018-11105,135,1,1.5218e-06,135,15,3.9058,4.0791,255,488,
security-CVE-VarelaVaca2020-2017-18575,128,1,1.1828e-06,128,15,3.409,3.4491,241,460,
security-CVE-VarelaVaca2020-2019-11736,598,1856,1.6298e-06,598,1882,0.8724,3.9887,3034,16836,
security-CVE-VarelaVaca2020-2015-4498,324,549,1.4883e-06,324,567,0.2455,1.0945,1130,1296,
security-CVE-VarelaVaca2020-2012-1962,165,87,1.7062e-06,165,111,0.0478,0.0631,636,716,
security-CVE-VarelaVaca2020-2015-0805,308,505,1.2442e-06,308,530,0.219,0.7426,1328,1200,
security-CVE-VarelaVaca2020-2009-3014,147,119,2.0117e-06,147,139,0.0568,0.0807,521,568,
systems_software-pc_i82559-Knüppel2017,1272,885,1.7118e-06,1272,2139,0.73,Timeout,,,
security-CVE-VarelaVaca2020-2020-15673,927,2105,1.7211e-06,927,2133,1.267,6.0622,7011,27208,
security-CVE-VarelaVaca2020-2019-17669,522,498,1.5516e-06,522,512,433.486,431.7627,1853,2964,
security-CVE-VarelaVaca2020-2009-1392,144,112,1.3001e-06,144,134,0.0474,0.065,588,516,
security-CVE-VarelaVaca2020-2016-1933,339,823,1.3597e-06,339,847,0.3159,1.0919,1681,5720,
security-CVE-VarelaVaca2020-2009-1832,232,194,1.3411e-06,232,216,0.0745,0.1184,961,876,
systems_software-BusyBox-Pett2021-2008-11-06_23-07-42,563,586,1.6429e-06,563,1149,0.0534,0.174,108807,1.26e128,
security-CVE-VarelaVaca2020-2015-2742,309,744,1.3169e-06,309,768,0.3197,0.7861,1424,5340,
systems_software-rattler-Berger2013,1312,3245,1.7900e-06,1312,4557,0.7308,Timeout,,,
systems_software-uClibc-Pett2023-2016-08-27_19-23-20,239,1248,1.2778e-06,239,1487,0.0854,0.1396,25725,3.27e28,
systems_software-malta_mips64_5kc-Berger2013,1233,3212,1.4007e-06,1233,4445,0.6416,Timeout,,,
systems_software-BusyBox-Pett2021-2009-06-03_12-47-26,584,630,1.5683e-06,584,1214,0.0572,0.6171,2926,1.42e132,
security-CVE-VarelaVaca2020-2013-1813,143,110,2.1681e-06,143,131,0.0616,0.1106,388,492,
systems_software-soletta-Pett2023-2015-11-18_16-37-15,308,991,1.8645e-06,308,1299,0.0531,0.1777,170063,1.82e36,
security-CVE-VarelaVaca2020-2015-4511,327,551,1.5125e-06,327,569,0.2476,0.9554,1132,1308,
security-CVE-VarelaVaca2020-2015-4502,318,550,1.6764e-06,318,566,74.3676,74.6065,961,1280,
security-CVE-VarelaVaca2020-2012-3994,484,531,1.5367e-06,484,589,0.2377,0.4338,3737,2160,
security-CVE-VarelaVaca2020-2010-1990,118,102,1.4715e-06,118,116,0.0542,0.092,331,424,
security-CVE-VarelaVaca2020-2010-2765,267,226,1.8980e-06,267,248,0.0902,0.1555,1013,1036,
systems_software-BusyBox-Pett2021-2009-09-19_22-29-42,598,651,1.5832e-06,598,1249,0.0628,0.1822,95724,3.58e134,
security-CVE-VarelaVaca2020-2016-2829,367,882,1.3094e-06,367,911,0.348,1.4479,2171,5808,
security-CVE-VarelaVaca2020-2010-3169,267,226,1.4435e-06,267,248,0.0923,0.1567,1081,1036,
security-CVE-VarelaVaca2020-2014-1594,600,716,1.9427e-06,600,742,0.446,1.2284,3412,3036,
security-CVE-VarelaVaca2020-2015-4490,334,550,1.3653e-06,334,578,0.3001,0.972,1447,1292,
systems_software-mcb2100-Knüppel2017,1262,882,1.6503e-06,1262,2127,0.7325,Timeout,,,
security-CVE-VarelaVaca2020-2015-4505,334,805,1.3728e-06,334,829,0.3155,0.9692,1631,7608,
security-CVE-VarelaVaca2020-2013-1676,378,508,1.7863e-06,378,532,0.201,0.5218,2465,1732,
security-CVE-VarelaVaca2020-2013-2695,183,1,1.7788e-06,183,15,11.3891,11.5439,351,680,
security-CVE-VarelaVaca2020-2008-5513,102,64,1.3821e-06,102,95,0.0279,0.0236,457,292,
systems_software-BusyBox-Pett2021-2007-11-23_21-20-21,481,517,1.1902e-06,481,998,0.0538,0.0796,10797,2.46e110,
systems_software-BusyBox-Pett2021-2008-07-15_22-01-49,555,609,1.5236e-06,555,1164,0.0537,0.1066,39548,3.18e126,
security-CVE-VarelaVaca2020-2020-8549,193,177,1.2983e-06,193,193,13.0812,13.0911,545,708,
systems_software-BusyBox-Pett2021-2009-04-29_12-01-51,580,620,1.1418e-06,580,1200,0.0569,0.171,103429,4.82e131,
security-CVE-VarelaVaca2020-2010-0171,154,99,1.8012e-06,154,119,0.048,0.0607,493,588,
security-CVE-VarelaVaca2020-2006-2894,138,76,1.8235e-06,138,100,0.0438,0.0559,457,928,
security-CVE-VarelaVaca2020-2010-0177,166,138,1.7956e-06,166,156,0.0583,0.0744,566,608,
security-CVE-VarelaVaca2020-2015-7327,318,550,1.7080e-06,318,566,74.1262,74.6474,968,1280,
systems_software-asb2305-Berger2013,1243,3101,1.5553e-06,1243,4344,0.5132,Timeout,,,
systems_software-soletta-Pett2023-2015-09-03_13-35-00,249,745,2.1029e-06,249,994,0.0404,0.0547,5451,1.84e31,
systems_software-Fiasco-Pett2023-2017-09-26_11-30-56,224,1181,1.6708e-06,224,1405,0.0701,0.2694,5726,2.11e8,
security-CVE-VarelaVaca2020-2019-14792,330,314,1.5609e-06,330,330,98.6819,99.4819,1060,1688,
security-CVE-VarelaVaca2020-2015-7186,325,806,1.3784e-06,325,826,76.8335,77.2008,1185,5416,
systems_software-android-Mendonca2009-6,179,26,1.2033e-06,179,144,0.0217,0.0313,265,3.54e23,
systems_software-uClibc-Pett2023-2009-11-19_22-36-07,247,1742,1.5683e-06,247,1989,0.0917,0.158,6239,2.98e26,
security-CVE-VarelaVaca2020-2014-8640,409,584,1.3988e-06,409,608,0.2888,0.7911,1958,1976,
security-CVE-VarelaVaca2020-2012-3960,482,524,1.8571e-06,482,587,0.2593,0.4156,4025,2084,
security-CVE-VarelaVaca2020-2008-3835,192,158,1.3672e-06,192,180,0.0609,0.085,741,708,
security-CVE-VarelaVaca2020-2014-0166,125,103,1.5441e-06,125,117,2.2601,2.3142,494,932,
security-CVE-VarelaVaca2020-2016-2790,392,836,1.4454e-06,392,871,0.3563,1.3119,2468,5888,
systems_software-soletta-Pett2023-2015-11-05_17-26-37,301,969,1.4491e-06,301,1270,0.0563,0.0913,26404,1.53e35,
systems_software-p2106-Knüppel2017,1262,882,1.1902e-06,1262,2127,0.7394,Timeout,,,
systems_software-olpcl2294-Knüppel2017,1286,902,1.6447e-06,1286,2171,0.6758,Timeout,,,
security-CVE-VarelaVaca2020-2016-7168,411,389,2.4810e-06,411,403,219.6626,230.0412,1252,2312,
security-CVE-VarelaVaca2020-2020-28040,546,522,1.9800e-06,546,536,507.6844,535.3928,1681,3060,
systems_software-uClibc-Pett2023-2009-11-19_18-57-32,248,1740,1.8422e-06,248,1988,0.0926,0.1587,6940,3.88e26,
security-CVE-VarelaVaca2020-2010-3168,267,226,1.7583e-06,267,248,0.0732,0.1529,1087,1036,
systems_software-soletta-Pett2023-2015-12-10_18-26-08,322,1064,1.7099e-06,322,1386,0.0566,0.0848,14988,3.30e37,
security-CVE-VarelaVaca2020-2016-2811,336,839,1.9521e-06,336,857,95.2912,93.8516,1246,5732,
systems_software-ixdp425-Knüppel2017,1260,886,2.4550e-06,1260,2129,0.6321,Timeout,,,
security-CVE-VarelaVaca2020-2012-0470,158,85,2.6003e-06,158,109,0.0474,0.0595,581,664,
security-CVE-VarelaVaca2020-2010-0159,169,121,2.2817e-06,169,152,0.0504,0.0583,749,600,
security-CVE-VarelaVaca2020-2008-2803,164,131,1.2480e-06,164,153,0.0503,0.0674,637,596,
systems_software-refidt334-Berger2013,1264,3140,1.7248e-06,1264,4404,0.5429,Timeout,,,
security-CVE-VarelaVaca2020-2016-5267,354,1172,1.7956e-06,354,1194,104.1801,104.8944,1282,10412,
security-CVE-VarelaVaca2020-2017-9065,443,416,1.7639e-06,443,434,0.5476,3.1463,1762,2468,
security-CVE-VarelaVaca2020-2015-0804,308,505,1.2498e-06,308,530,0.2383,0.8785,1201,1200,
security-CVE-VarelaVaca2020-2008-5503,169,136,1.4938e-06,169,158,0.0538,0.0498,722,616,
security-CVE-VarelaVaca2020-2011-2370,167,140,2.1122e-06,167,154,6.0453,6.1376,406,628,
security-CVE-VarelaVaca2020-2015-7223,339,809,1.9167e-06,339,836,0.3144,1.1746,2063,5708,
security-CVE-VarelaVaca2020-2014-1486,582,666,1.4659e-06,582,735,0.4385,0.8301,3718,2748,
security-CVE-VarelaVaca2020-2010-1207,208,178,1.7919e-06,208,196,0.0789,0.146,738,828,
security-CVE-VarelaVaca2020-2008-1234,154,121,1.6559e-06,154,143,0.0461,0.0645,580,556,
security-CVE-VarelaVaca2020-2016-5280,361,894,1.6224e-06,361,914,0.3157,1.381,1815,5824,
security-CVE-VarelaVaca2020-2014-9038,135,113,1.2498e-06,135,127,3.2153,3.2343,515,972,
security-CVE-VarelaVaca2020-2013-1680,378,508,1.6913e-06,378,532,0.2272,0.5212,2089,1732,
security-CVE-VarelaVaca2020-2014-1520,280,633,1.7323e-06,280,659,0.2191,0.5451,1682,5220,
systems_software-soletta-Pett2023-2016-02-17_15-42-32,348,1134,1.9204e-06,348,1482,0.0529,0.0809,13453,2.21e39,
systems_software-BusyBox-Pett2021-2007-06-10_15-08-44,447,472,1.5274e-06,447,919,0.0491,0.1969,90042,1.04e103,
systems_software-soletta-Pett2023-2016-03-16_09-14-47,365,1209,1.3486e-06,365,1574,0.0613,0.1147,32380,9.97e39,
systems_software-BusyBox-Pett2021-2010-01-18_04-57-17,610,667,1.4994e-06,610,1277,0.0674,0.2397,136625,1.45e137,
systems_software-uClibc-Pett2023-2011-04-26_14-12-55,256,1817,1.5199e-06,256,2073,0.0928,0.1576,8615,1.77e27,
security-CVE-VarelaVaca2020-2018-0587,206,1,1.4752e-06,206,15,18.8483,18.6962,397,772,
systems_software-uClibc-Pett2023-2010-03-12_17-06-35,245,1736,1.4864e-06,245,1981,0.0915,0.1753,11657,3.49e26,
security-CVE-VarelaVaca2020-2020-26969,492,1712,1.3467e-06,492,1732,327.478,326.6361,2827,24960,
systems_software-BusyBox-Pett2021-2007-10-20_00-17-34,474,510,1.5087e-06,474,984,0.0504,0.1951,115245,6.36e108,
systems_software-iq80321-Berger2013,1257,3820,1.3374e-06,1257,5077,0.739,Timeout,,,
security-CVE-VarelaVaca2020-2012-1975,487,525,1.6913e-06,487,591,0.2359,0.4159,4046,2092,
systems_software-BusyBox-Pett2021-2008-07-27_12-10-07,556,611,1.6987e-06,556,1167,0.0521,0.1243,24297,5.30e126,
systems_software-uClibc-Pett2023-2010-04-12_16-38-37,248,1744,1.4957e-06,248,1992,0.0906,0.1719,18302,4.23e26,
systems_software-BusyBox-Pett2021-2009-06-26_01-55-45,585,637,1.5348e-06,585,1222,0.0613,0.2021,107958,1.63e132,
security-CVE-VarelaVaca2020-2015-4504,318,550,1.9316e-06,318,566,75.7475,76.2897,963,1280,
systems_software-soletta-Pett2023-2015-11-04_18-14-40,300,967,1.2089e-06,300,1267,0.055,0.0772,24762,1.53e35,
security-CVE-VarelaVaca2020-2010-1210,239,202,1.2461e-06,239,220,0.0936,0.1798,1068,960,
business-erp_system-Pereira2016,1920,59044,2.0638e-06,1920,59777,627.8681,Timeout,,,
security-CVE-VarelaVaca2020-2014-1577,284,468,2.0880e-06,284,488,0.1976,0.6075,996,1128,
security-CVE-VarelaVaca2020-2014-1536,262,438,2.1532e-06,262,454,35.1032,35.2683,793,1056,
systems_software-soletta-Pett2023-2015-10-05_16-40-53,281,890,1.2480e-06,281,1171,0.0483,0.0744,15387,1.11e33,
security-CVE-VarelaVaca2020-2018-10102,483,456,2.1178e-06,483,474,0.6501,3.9713,1930,2696,
security-CVE-VarelaVaca2020-2018-1000556,133,1,1.7583e-06,133,15,3.9425,3.985,251,480,
security-CVE-VarelaVaca2020-2016-1970,337,1104,2.0470e-06,337,1126,84.6124,85.0782,1332,10344,
systems_software-BusyBox-Pett2021-2007-12-22_17-00-11,484,517,2.0675e-06,484,1001,0.0501,0.1125,29087,7.10e110,
systems_software-lpcmt-Knüppel2017,1262,882,1.8142e-06,1262,2127,0.7339,Timeout,,,
security-CVE-VarelaVaca2020-2012-4214,509,549,1.5683e-06,509,610,0.2803,0.4422,3942,2288,
systems_software-pc_vmWare-Knüppel2017,1268,884,1.4678e-06,1268,2134,0.7304,Timeout,,,
systems_software-uClibc-Pett2023-2014-12-12_14-43-55,243,1408,5.1353e-06,243,1651,0.0839,0.118,10958,2.34e29,
security-CVE-VarelaVaca2020-2015-0815,508,651,2.1812e-06,508,673,0.3259,1.008,2184,2320,
systems_software-FreeBSD-Berger2013-icse11,1397,62183,2.1961e-06,1397,63580,265.5815,Timeout,,,
security-CVE-VarelaVaca2020-2014-1501,287,627,1.7043e-06,287,666,0.2231,0.5585,1374,4940,
systems_software-BusyBox-Pett2021-2008-05-13_02-43-27,535,557,1.8980e-06,535,1092,0.0548,0.0831,15836,1.06e124,
security-CVE-VarelaVaca2020-2016-1977,392,836,2.2687e-06,392,871,0.3455,1.2209,1927,5888,
security-CVE-VarelaVaca2020-2015-0085,108,46,1.6280e-06,108,110,0.033,0.0379,686,224,
security-CVE-VarelaVaca2020-2009-2469,106,85,1.9018e-06,106,99,1.2615,1.2926,256,380,
security-CVE-VarelaVaca2020-2017-6816,441,414,2.5034e-06,441,432,0.4972,2.8022,1757,2452,
security-CVE-VarelaVaca2020-2013-1721,349,489,1.8869e-06,349,509,0.1911,0.5251,1271,1692,
systems_software-smdk2410-Knüppel2017,1279,884,2.0619e-06,1279,2141,0.5421,Timeout,,,
security-CVE-VarelaVaca2020-2016-5283,354,893,1.6075e-06,354,911,105.994,106.5759,1348,5804,
security-CVE-VarelaVaca2020-2012-3992,484,531,1.9222e-06,484,589,0.2671,0.4129,3580,2160,
security-CVE-VarelaVaca2020-2016-10705,110,1,1.8049e-06,110,15,2.0871,2.0913,205,388,
systems_software-ipaq-Knüppel2017,1271,921,2.0321e-06,1271,2175,0.7392,Timeout,,,
systems_software-BusyBox-Pett2021-2008-02-26_20-13-52,552,586,1.8664e-06,552,1138,0.0536,0.6574,2994,7.11e127,
security-CVE-VarelaVaca2020-2015-4518,321,556,2.3413e-06,321,572,76.0289,75.4238,966,1292,
security-CVE-VarelaVaca2020-2013-1698,238,398,1.7509e-06,238,414,23.4694,23.7903,709,928,
systems_software-uCLinux-Berger2013,1851,2468,2.1774e-06,1851,4319,Timeout,,,,
security-CVE-VarelaVaca2020-2018-12895,485,458,1.8086e-06,485,476,0.6531,4.0627,1938,2724,
systems_software-BusyBox-Pett2021-2008-06-02_04-51-29,545,588,2.0433e-06,545,1133,0.0551,0.0786,5390,2.49e125,
security-CVE-VarelaVaca2020-2008-2798,164,131,2.0023e-06,164,153,0.0502,0.0681,617,596,
security-CVE-VarelaVaca2020-2015-4493,340,551,1.9297e-06,340,581,0.3196,1.0688,1472,1308,
security-CVE-VarelaVaca2020-2013-5738,120,98,1.6764e-06,120,112,1.9838,2.1115,458,896,
security-CVE-VarelaVaca2020-2016-2832,367,882,2.0079e-06,367,911,0.3651,1.2577,2241,5808,
systems_software-BusyBox-Pett2021-2008-10-26_11-08-14,561,581,2.2631e-06,561,1142,0.054,0.0984,32566,9.02e127,
security-CVE-VarelaVaca2020-2015-7191,325,806,2.5444e-06,325,826,76.2891,76.8416,1185,5416,
security-CVE-VarelaVaca2020-2018-20965,207,1,2.1458e-06,207,15,18.685,18.1759,399,776,
security-CVE-VarelaVaca2020-2014-1510,591,672,2.0750e-06,591,741,0.3922,0.8889,3929,2792,
security-CVE-VarelaVaca2020-2008-0413,151,118,1.8645e-06,151,140,0.046,0.0628,566,544,
systems_software-uClibc-Pett2023-2011-12-22_14-07-08,246,1318,2.3879e-06,246,1564,0.0757,0.1154,7400,6.40e28,
security-CVE-VarelaVaca2020-2011-3101,2309,4582,2.1514e-06,2309,4600,Timeout,,,,
security-CVE-VarelaVaca2020-2020-15684,490,1704,1.7583e-06,490,1724,325.4335,321.0799,2999,24952,
security-CVE-VarelaVaca2020-2015-9333,122,1,1.5926e-06,122,15,2.8722,3.0267,229,436,
systems_software-uClibc-Pett2023-2015-10-12_16-36-26,241,994,1.5236e-06,241,1235,0.065,0.088,1111,1.40e20,
systems_software-uClibc-Pett2023-2019-11-01_00-39-10,234,1561,2.0154e-06,234,1795,0.0968,0.1741,15815,3.08e25,
systems_software-gps4020-Berger2013,1214,3743,1.5404e-06,1214,4957,0.608,Timeout,,,
systems_software-uClibc-Pett2023-2015-03-25_23-59-45,248,1440,1.9353e-06,248,1688,0.0931,0.1383,14162,1.17e29,
security-CVE-VarelaVaca2020-2014-1483,408,530,1.3988e-06,408,577,0.2503,0.5939,2652,1848,
security-CVE-VarelaVaca2020-2012-1960,149,85,1.5702e-06,149,105,0.0474,0.0604,511,668,
systems_software-pc_vmWare-Berger2013,1256,3174,1.9632e-06,1256,4430,0.6182,Timeout,,,
systems_software-atlas_mips64_5kc-Berger2013,1210,3066,1.6186e-06,1210,4276,0.6008,Timeout,,,
systems_software-phycore229x-Berger2013,1361,4026,1.8459e-06,1361,5387,0.783,Timeout,,,
security-CVE-VarelaVaca2020-2014-1532,592,678,2.3246e-06,592,741,0.3984,0.9369,3621,2832,
systems_software-csb281-Berger2013,1234,3114,1.5348e-06,1234,4348,0.6139,Timeout,,,
systems_software-BusyBox-Pett2021-2007-06-19_13-46-24,452,477,1.6242e-06,452,929,0.05,0.1738,126621,1.58e104,
systems_software-BusyBox-Pett2021-2008-01-06_06-27-17,490,524,1.3877e-06,490,1014,0.0555,0.0897,28820,5.31e111,
systems_software-soletta-Pett2023-2015-06-29_18-57-25,101,186,1.4473e-06,101,287,0.0198,0.0299,454,3.62e17,
security-CVE-VarelaVaca2020-2012-3987,206,494,1.4566e-06,206,514,11.9264,11.8803,570,1160,
security-CVE-VarelaVaca2020-2015-7205,350,810,1.7956e-06,350,839,0.3144,1.1701,2029,5744,
security-CVE-VarelaVaca2020-2012-5840,509,549,1.8347e-06,509,610,0.2864,0.4603,4037,2288,
security-CVE-VarelaVaca2020-2013-0744,536,581,1.4808e-06,536,644,0.3102,0.5163,4096,2424,
systems_software-adder-Berger2013,1273,3201,1.3430e-06,1273,4474,0.5564,Timeout,,,
security-CVE-VarelaVaca2020-2010-3769,305,479,2.7232e-06,305,513,0.1697,0.1955,1327,1120,
systems_software-prpmc1100-Berger2013,1224,3754,1.4883e-06,1224,4978,0.7014,Timeout,,,
security-CVE-VarelaVaca2020-2018-13136,221,1,2.3004e-06,221,15,23.8469,24.1954,427,832,
systems_software-uClibc-Pett2023-2010-04-14_15-34-22,246,1737,1.5292e-06,246,1983,0.0879,0.1619,10013,6.97e26,
systems_software-malta_mips32_4kc-Knüppel2017,1245,865,2.2445e-06,1245,2093,0.7121,Timeout,,,
security-CVE-VarelaVaca2020-2016-1209,124,1,2.3376e-06,124,16,2.861,3.0022,234,440,
automotive-automotive2-Knüppel2017-2_2,17742,914,2.3022e-06,17742,5592,Timeout,,,,
security-CVE-VarelaVaca2020-2010-3767,191,163,1.5050e-06,191,181,0.069,0.1405,662,708,
systems_software-pid-Berger2013,1230,3778,1.9334e-06,1230,5008,1.0171,Timeout,,,
systems_software-soletta-Pett2023-2016-03-08_14-08-57,361,1193,2.6729e-06,361,1554,0.0713,0.0777,5782,9.97e39,
security-CVE-VarelaVaca2020-2016-1564,360,338,1.9409e-06,360,352,126.3241,127.2521,1095,2040,
systems_software-sparc_leon-Knüppel2017,1181,816,2.6040e-06,1181,1980,0.5521,Timeout,,,
security-CVE-VarelaVaca2020-2009-1302,119,82,2.1476e-06,119,102,0.0384,0.0537,558,424,
security-CVE-VarelaVaca2020-2013-0758,538,581,1.3765e-06,538,645,0.3113,0.5108,4280,4848,
security-CVE-VarelaVaca2020-2014-8643,297,705,1.5013e-06,297,729,0.2563,0.7303,1228,5296,
systems_software-BusyBox-Pett2021-2008-05-27_10-55-34,543,586,1.1716e-06,543,1129,0.0571,0.0855,11807,1.24e125,
security-CVE-VarelaVaca2020-2015-2706,295,504,1.5106e-06,295,520,56.2722,56.5896,1099,1188,
security-CVE-VarelaVaca2020-2010-3778,179,127,2.1998e-06,179,147,0.0546,0.0819,615,688,
systems_software-android-Mendonca2009-5.1,210,38,1.2517e-06,210,161,0.0308,0.0359,1056,8.38e21,
systems_software-BusyBox-Pett2021-2009-07-11_21-36-13,591,644,1.7583e-06,591,1235,0.0592,0.2286,164450,3.90e133,
security-CVE-VarelaVaca2020-2013-0777,504,579,1.3914e-06,504,616,0.2775,0.611,3367,2440,
systems_software-soletta-Pett2023-2015-06-30_17-33-39,99,177,1.5683e-06,99,276,0.0198,0.0302,250,2.17e18,
systems_software-soletta-Pett2023-2015-09-25_09-02-06,274,854,1.2238e-06,274,1128,0.0467,0.0575,2433,1.38e32,
